"TIME","GEO","UNIT","AGE","Value"
"2013","Poland","Number","Less than 15 years","91"
"2013","Poland","Number","From 15 to 17 years","83"
"2013","Poland","Number","From 18 to 24 years","551"
"2013","Poland","Number","From 25 to 49 years","1,194"
"2013","Poland","Number","From 50 to 64 years","786"
"2013","Poland","Number","65 years or over","647"
"2013","Portugal","Number","Less than 15 years","11"
"2013","Portugal","Number","From 15 to 17 years","8"
"2013","Portugal","Number","From 18 to 24 years","65"
"2013","Portugal","Number","From 25 to 49 years","215"
"2013","Portugal","Number","From 50 to 64 years","142"
"2013","Portugal","Number","65 years or over","193"
"2013","Romania","Number","Less than 15 years","76"
"2013","Romania","Number","From 15 to 17 years","40"
"2013","Romania","Number","From 18 to 24 years","220"
"2013","Romania","Number","From 25 to 49 years","704"
"2013","Romania","Number","From 50 to 64 years","397"
"2013","Romania","Number","65 years or over","422"
"2013","Slovenia","Number","Less than 15 years","3"
"2013","Slovenia","Number","From 15 to 17 years","2"
"2013","Slovenia","Number","From 18 to 24 years","22"
"2013","Slovenia","Number","From 25 to 49 years","43"
"2013","Slovenia","Number","From 50 to 64 years","28"
"2013","Slovenia","Number","65 years or over","27"
"2013","Slovakia","Number","Less than 15 years",":"
"2013","Slovakia","Number","From 15 to 17 years",":"
"2013","Slovakia","Number","From 18 to 24 years",":"
"2013","Slovakia","Number","From 25 to 49 years",":"
"2013","Slovakia","Number","From 50 to 64 years",":"
"2013","Slovakia","Number","65 years or over",":"
"2013","Finland","Number","Less than 15 years","6"
"2013","Finland","Number","From 15 to 17 years","12"
"2013","Finland","Number","From 18 to 24 years","36"
"2013","Finland","Number","From 25 to 49 years","79"
"2013","Finland","Number","From 50 to 64 years","52"
"2013","Finland","Number","65 years or over","73"
"2013","Sweden","Number","Less than 15 years","4"
"2013","Sweden","Number","From 15 to 17 years","7"
"2013","Sweden","Number","From 18 to 24 years","40"
"2013","Sweden","Number","From 25 to 49 years","77"
"2013","Sweden","Number","From 50 to 64 years","56"
"2013","Sweden","Number","65 years or over","76"
"2013","United Kingdom","Number","Less than 15 years","41"
"2013","United Kingdom","Number","From 15 to 17 years","48"
"2013","United Kingdom","Number","From 18 to 24 years","348"
"2013","United Kingdom","Number","From 25 to 49 years","642"
"2013","United Kingdom","Number","From 50 to 64 years","282"
"2013","United Kingdom","Number","65 years or over","409"
"2013","Iceland","Number","Less than 15 years","2"
"2013","Iceland","Number","From 15 to 17 years","3"
"2013","Iceland","Number","From 18 to 24 years","2"
"2013","Iceland","Number","From 25 to 49 years","4"
"2013","Iceland","Number","From 50 to 64 years","2"
"2013","Iceland","Number","65 years or over","2"
"2013","Liechtenstein","Number","Less than 15 years",":"
"2013","Liechtenstein","Number","From 15 to 17 years",":"
"2013","Liechtenstein","Number","From 18 to 24 years",":"
"2013","Liechtenstein","Number","From 25 to 49 years",":"
"2013","Liechtenstein","Number","From 50 to 64 years",":"
"2013","Liechtenstein","Number","65 years or over",":"
"2013","Norway","Number","Less than 15 years","4"
"2013","Norway","Number","From 15 to 17 years","6"
"2013","Norway","Number","From 18 to 24 years","29"
"2013","Norway","Number","From 25 to 49 years","60"
"2013","Norway","Number","From 50 to 64 years","44"
"2013","Norway","Number","65 years or over","44"
"2013","Switzerland","Number","Less than 15 years","12"
"2013","Switzerland","Number","From 15 to 17 years","2"
"2013","Switzerland","Number","From 18 to 24 years","30"
"2013","Switzerland","Number","From 25 to 49 years","68"
"2013","Switzerland","Number","From 50 to 64 years","57"
"2013","Switzerland","Number","65 years or over","100"
"2014","Belgium","Number","Less than 15 years","10"
"2014","Belgium","Number","From 15 to 17 years","22"
"2014","Belgium","Number","From 18 to 24 years","117"
"2014","Belgium","Number","From 25 to 49 years","255"
"2014","Belgium","Number","From 50 to 64 years","137"
"2014","Belgium","Number","65 years or over","178"
"2014","Bulgaria","Number","Less than 15 years",":"
"2014","Bulgaria","Number","From 15 to 17 years",":"
"2014","Bulgaria","Number","From 18 to 24 years",":"
"2014","Bulgaria","Number","From 25 to 49 years",":"
"2014","Bulgaria","Number","From 50 to 64 years",":"
"2014","Bulgaria","Number","65 years or over",":"
"2014","Czech Republic","Number","Less than 15 years","14"
"2014","Czech Republic","Number","From 15 to 17 years","11"
"2014","Czech Republic","Number","From 18 to 24 years","100"
"2014","Czech Republic","Number","From 25 to 49 years","288"
"2014","Czech Republic","Number","From 50 to 64 years","142"
"2014","Czech Republic","Number","65 years or over","131"
"2014","Denmark","Number","Less than 15 years","6"
"2014","Denmark","Number","From 15 to 17 years","3"
"2014","Denmark","Number","From 18 to 24 years","22"
"2014","Denmark","Number","From 25 to 49 years","61"
"2014","Denmark","Number","From 50 to 64 years","32"
"2014","Denmark","Number","65 years or over","58"
"2014","Germany (until 1990 former territory of the FRG)","Number","Less than 15 years","71"
"2014","Germany (until 1990 former territory of the FRG)","Number","From 15 to 17 years","91"
"2014","Germany (until 1990 former territory of the FRG)","Number","From 18 to 24 years","496"
"2014","Germany (until 1990 former territory of the FRG)","Number","From 25 to 49 years","1,045"
"2014","Germany (until 1990 former territory of the FRG)","Number","From 50 to 64 years","687"
"2014","Germany (until 1990 former territory of the FRG)","Number","65 years or over","987"
"2014","Estonia","Number","Less than 15 years","1"
"2014","Estonia","Number","From 15 to 17 years","2"
"2014","Estonia","Number","From 18 to 24 years","13"
"2014","Estonia","Number","From 25 to 49 years","27"
"2014","Estonia","Number","From 50 to 64 years","19"
"2014","Estonia","Number","65 years or over","16"
"2014","Ireland","Number","Less than 15 years",":"
"2014","Ireland","Number","From 15 to 17 years",":"
"2014","Ireland","Number","From 18 to 24 years",":"
"2014","Ireland","Number","From 25 to 49 years",":"
"2014","Ireland","Number","From 50 to 64 years",":"
"2014","Ireland","Number","65 years or over",":"
"2014","Greece","Number","Less than 15 years","10"
"2014","Greece","Number","From 15 to 17 years","19"
"2014","Greece","Number","From 18 to 24 years","114"
"2014","Greece","Number","From 25 to 49 years","300"
"2014","Greece","Number","From 50 to 64 years","160"
"2014","Greece","Number","65 years or over","187"
"2014","Spain","Number","Less than 15 years","37"
"2014","Spain","Number","From 15 to 17 years","23"
"2014","Spain","Number","From 18 to 24 years","130"
"2014","Spain","Number","From 25 to 49 years","648"
"2014","Spain","Number","From 50 to 64 years","358"
"2014","Spain","Number","65 years or over","479"
"2014","France","Number","Less than 15 years","112"
"2014","France","Number","From 15 to 17 years","116"
"2014","France","Number","From 18 to 24 years","582"
"2014","France","Number","From 25 to 49 years","1,255"
"2014","France","Number","From 50 to 64 years","547"
"2014","France","Number","65 years or over","772"
"2014","Croatia","Number","Less than 15 years","8"
"2014","Croatia","Number","From 15 to 17 years","5"
"2014","Croatia","Number","From 18 to 24 years","36"
"2014","Croatia","Number","From 25 to 49 years","111"
"2014","Croatia","Number","From 50 to 64 years","67"
"2014","Croatia","Number","65 years or over","81"
"2014","Italy","Number","Less than 15 years","62"
"2014","Italy","Number","From 15 to 17 years","70"
"2014","Italy","Number","From 18 to 24 years","369"
"2014","Italy","Number","From 25 to 49 years","1,129"
"2014","Italy","Number","From 50 to 64 years","645"
"2014","Italy","Number","65 years or over","1,056"
"2014","Cyprus","Number","Less than 15 years","0"
"2014","Cyprus","Number","From 15 to 17 years","2"
"2014","Cyprus","Number","From 18 to 24 years","12"
"2014","Cyprus","Number","From 25 to 49 years","16"
"2014","Cyprus","Number","From 50 to 64 years","4"
"2014","Cyprus","Number","65 years or over","11"
"2014","Latvia","Number","Less than 15 years","7"
"2014","Latvia","Number","From 15 to 17 years","3"
"2014","Latvia","Number","From 18 to 24 years","30"
"2014","Latvia","Number","From 25 to 49 years","80"
"2014","Latvia","Number","From 50 to 64 years","37"
"2014","Latvia","Number","65 years or over","42"
"2014","Lithuania","Number","Less than 15 years","15"
"2014","Lithuania","Number","From 15 to 17 years","9"
"2014","Lithuania","Number","From 18 to 24 years","33"
"2014","Lithuania","Number","From 25 to 49 years","97"
"2014","Lithuania","Number","From 50 to 64 years","63"
"2014","Lithuania","Number","65 years or over","49"
"2014","Luxembourg","Number","Less than 15 years","1"
"2014","Luxembourg","Number","From 15 to 17 years","0"
"2014","Luxembourg","Number","From 18 to 24 years","5"
"2014","Luxembourg","Number","From 25 to 49 years","18"
"2014","Luxembourg","Number","From 50 to 64 years","9"
"2014","Luxembourg","Number","65 years or over","2"
"2014","Hungary","Number","Less than 15 years","11"
"2014","Hungary","Number","From 15 to 17 years","7"
"2014","Hungary","Number","From 18 to 24 years","59"
"2014","Hungary","Number","From 25 to 49 years","229"
"2014","Hungary","Number","From 50 to 64 years","163"
"2014","Hungary","Number","65 years or over","155"
"2014","Malta","Number","Less than 15 years",":"
"2014","Malta","Number","From 15 to 17 years",":"
"2014","Malta","Number","From 18 to 24 years",":"
"2014","Malta","Number","From 25 to 49 years",":"
"2014","Malta","Number","From 50 to 64 years",":"
"2014","Malta","Number","65 years or over",":"
"2014","Netherlands","Number","Less than 15 years","19"
"2014","Netherlands","Number","From 15 to 17 years","17"
"2014","Netherlands","Number","From 18 to 24 years","69"
"2014","Netherlands","Number","From 25 to 49 years","136"
"2014","Netherlands","Number","From 50 to 64 years","62"
"2014","Netherlands","Number","65 years or over","173"
"2014","Austria","Number","Less than 15 years","8"
"2014","Austria","Number","From 15 to 17 years","16"
"2014","Austria","Number","From 18 to 24 years","59"
"2014","Austria","Number","From 25 to 49 years","130"
"2014","Austria","Number","From 50 to 64 years","102"
"2014","Austria","Number","65 years or over","115"
"2014","Poland","Number","Less than 15 years","80"
"2014","Poland","Number","From 15 to 17 years","71"
"2014","Poland","Number","From 18 to 24 years","499"
"2014","Poland","Number","From 25 to 49 years","1,117"
"2014","Poland","Number","From 50 to 64 years","735"
"2014","Poland","Number","65 years or over","692"
"2014","Portugal","Number","Less than 15 years","8"
"2014","Portugal","Number","From 15 to 17 years","11"
"2014","Portugal","Number","From 18 to 24 years","53"
"2014","Portugal","Number","From 25 to 49 years","215"
"2014","Portugal","Number","From 50 to 64 years","144"
"2014","Portugal","Number","65 years or over","206"
"2014","Romania","Number","Less than 15 years","91"
"2014","Romania","Number","From 15 to 17 years","37"
"2014","Romania","Number","From 18 to 24 years","177"
"2014","Romania","Number","From 25 to 49 years","624"
"2014","Romania","Number","From 50 to 64 years","468"
"2014","Romania","Number","65 years or over","420"
"2014","Slovenia","Number","Less than 15 years",":"
"2014","Slovenia","Number","From 15 to 17 years",":"
"2014","Slovenia","Number","From 18 to 24 years",":"
"2014","Slovenia","Number","From 25 to 49 years",":"
"2014","Slovenia","Number","From 50 to 64 years",":"
"2014","Slovenia","Number","65 years or over",":"
"2014","Slovakia","Number","Less than 15 years",":"
"2014","Slovakia","Number","From 15 to 17 years",":"
"2014","Slovakia","Number","From 18 to 24 years",":"
"2014","Slovakia","Number","From 25 to 49 years",":"
"2014","Slovakia","Number","From 50 to 64 years",":"
"2014","Slovakia","Number","65 years or over",":"
"2014","Finland","Number","Less than 15 years","10"
"2014","Finland","Number","From 15 to 17 years","12"
"2014","Finland","Number","From 18 to 24 years","32"
"2014","Finland","Number","From 25 to 49 years","78"
"2014","Finland","Number","From 50 to 64 years","41"
"2014","Finland","Number","65 years or over","56"
"2014","Sweden","Number","Less than 15 years","7"
"2014","Sweden","Number","From 15 to 17 years","7"
"2014","Sweden","Number","From 18 to 24 years","25"
"2014","Sweden","Number","From 25 to 49 years","78"
"2014","Sweden","Number","From 50 to 64 years","54"
"2014","Sweden","Number","65 years or over","99"
"2014","United Kingdom","Number","Less than 15 years","50"
"2014","United Kingdom","Number","From 15 to 17 years","38"
"2014","United Kingdom","Number","From 18 to 24 years","335"
"2014","United Kingdom","Number","From 25 to 49 years","662"
"2014","United Kingdom","Number","From 50 to 64 years","295"
"2014","United Kingdom","Number","65 years or over","474"
"2014","Iceland","Number","Less than 15 years","0"
"2014","Iceland","Number","From 15 to 17 years","1"
"2014","Iceland","Number","From 18 to 24 years","1"
"2014","Iceland","Number","From 25 to 49 years","1"
"2014","Iceland","Number","From 50 to 64 years","1"
"2014","Iceland","Number","65 years or over","0"
"2014","Liechtenstein","Number","Less than 15 years",":"
"2014","Liechtenstein","Number","From 15 to 17 years",":"
"2014","Liechtenstein","Number","From 18 to 24 years",":"
"2014","Liechtenstein","Number","From 25 to 49 years",":"
"2014","Liechtenstein","Number","From 50 to 64 years",":"
"2014","Liechtenstein","Number","65 years or over",":"
"2014","Norway","Number","Less than 15 years","4"
"2014","Norway","Number","From 15 to 17 years","4"
"2014","Norway","Number","From 18 to 24 years","18"
"2014","Norway","Number","From 25 to 49 years","48"
"2014","Norway","Number","From 50 to 64 years","25"
"2014","Norway","Number","65 years or over","47"
"2014","Switzerland","Number","Less than 15 years","9"
"2014","Switzerland","Number","From 15 to 17 years","2"
"2014","Switzerland","Number","From 18 to 24 years","38"
"2014","Switzerland","Number","From 25 to 49 years","65"
"2014","Switzerland","Number","From 50 to 64 years","43"
"2014","Switzerland","Number","65 years or over","86"
"2015","Belgium","Number","Less than 15 years",":"
"2015","Belgium","Number","From 15 to 17 years",":"
"2015","Belgium","Number","From 18 to 24 years",":"
"2015","Belgium","Number","From 25 to 49 years",":"
"2015","Belgium","Number","From 50 to 64 years",":"
"2015","Belgium","Number","65 years or over",":"
"2015","Bulgaria","Number","Less than 15 years",":"
"2015","Bulgaria","Number","From 15 to 17 years",":"
"2015","Bulgaria","Number","From 18 to 24 years",":"
"2015","Bulgaria","Number","From 25 to 49 years",":"
"2015","Bulgaria","Number","From 50 to 64 years",":"
"2015","Bulgaria","Number","65 years or over",":"
"2015","Czech Republic","Number","Less than 15 years",":"
"2015","Czech Republic","Number","From 15 to 17 years",":"
"2015","Czech Republic","Number","From 18 to 24 years",":"
"2015","Czech Republic","Number","From 25 to 49 years",":"
"2015","Czech Republic","Number","From 50 to 64 years",":"
"2015","Czech Republic","Number","65 years or over",":"
"2015","Denmark","Number","Less than 15 years",":"
"2015","Denmark","Number","From 15 to 17 years",":"
"2015","Denmark","Number","From 18 to 24 years",":"
"2015","Denmark","Number","From 25 to 49 years",":"
"2015","Denmark","Number","From 50 to 64 years",":"
"2015","Denmark","Number","65 years or over",":"
"2015","Germany (until 1990 former territory of the FRG)","Number","Less than 15 years","84"
"2015","Germany (until 1990 former territory of the FRG)","Number","From 15 to 17 years","72"
"2015","Germany (until 1990 former territory of the FRG)","Number","From 18 to 24 years","473"
"2015","Germany (until 1990 former territory of the FRG)","Number","From 25 to 49 years","1,068"
"2015","Germany (until 1990 former territory of the FRG)","Number","From 50 to 64 years","736"
"2015","Germany (until 1990 former territory of the FRG)","Number","65 years or over","1,024"
"2015","Estonia","Number","Less than 15 years","4"
"2015","Estonia","Number","From 15 to 17 years","4"
"2015","Estonia","Number","From 18 to 24 years","5"
"2015","Estonia","Number","From 25 to 49 years","29"
"2015","Estonia","Number","From 50 to 64 years","12"
"2015","Estonia","Number","65 years or over","13"
"2015","Ireland","Number","Less than 15 years",":"
"2015","Ireland","Number","From 15 to 17 years",":"
"2015","Ireland","Number","From 18 to 24 years",":"
"2015","Ireland","Number","From 25 to 49 years",":"
"2015","Ireland","Number","From 50 to 64 years",":"
"2015","Ireland","Number","65 years or over",":"
"2015","Greece","Number","Less than 15 years",":"
"2015","Greece","Number","From 15 to 17 years",":"
"2015","Greece","Number","From 18 to 24 years",":"
"2015","Greece","Number","From 25 to 49 years",":"
"2015","Greece","Number","From 50 to 64 years",":"
"2015","Greece","Number","65 years or over",":"
"2015","Spain","Number","Less than 15 years",":"
"2015","Spain","Number","From 15 to 17 years",":"
"2015","Spain","Number","From 18 to 24 years",":"
"2015","Spain","Number","From 25 to 49 years",":"
"2015","Spain","Number","From 50 to 64 years",":"
"2015","Spain","Number","65 years or over",":"
"2015","France","Number","Less than 15 years",":"
"2015","France","Number","From 15 to 17 years",":"
"2015","France","Number","From 18 to 24 years",":"
"2015","France","Number","From 25 to 49 years",":"
"2015","France","Number","From 50 to 64 years",":"
"2015","France","Number","65 years or over",":"
"2015","Croatia","Number","Less than 15 years","9"
"2015","Croatia","Number","From 15 to 17 years","6"
"2015","Croatia","Number","From 18 to 24 years","31"
"2015","Croatia","Number","From 25 to 49 years","96"
"2015","Croatia","Number","From 50 to 64 years","48"
"2015","Croatia","Number","65 years or over","54"
"2015","Italy","Number","Less than 15 years",":"
"2015","Italy","Number","From 15 to 17 years",":"
"2015","Italy","Number","From 18 to 24 years",":"
"2015","Italy","Number","From 25 to 49 years",":"
"2015","Italy","Number","From 50 to 64 years",":"
"2015","Italy","Number","65 years or over",":"
"2015","Cyprus","Number","Less than 15 years","1"
"2015","Cyprus","Number","From 15 to 17 years","1"
"2015","Cyprus","Number","From 18 to 24 years","11"
"2015","Cyprus","Number","From 25 to 49 years","24"
"2015","Cyprus","Number","From 50 to 64 years","4"
"2015","Cyprus","Number","65 years or over","16"
"2015","Latvia","Number","Less than 15 years","11"
"2015","Latvia","Number","From 15 to 17 years","6"
"2015","Latvia","Number","From 18 to 24 years","20"
"2015","Latvia","Number","From 25 to 49 years","66"
"2015","Latvia","Number","From 50 to 64 years","42"
"2015","Latvia","Number","65 years or over","33"
"2015","Lithuania","Number","Less than 15 years",":"
"2015","Lithuania","Number","From 15 to 17 years",":"
"2015","Lithuania","Number","From 18 to 24 years",":"
"2015","Lithuania","Number","From 25 to 49 years",":"
"2015","Lithuania","Number","From 50 to 64 years",":"
"2015","Lithuania","Number","65 years or over",":"
"2015","Luxembourg","Number","Less than 15 years","0"
"2015","Luxembourg","Number","From 15 to 17 years","2"
"2015","Luxembourg","Number","From 18 to 24 years","5"
"2015","Luxembourg","Number","From 25 to 49 years","11"
"2015","Luxembourg","Number","From 50 to 64 years","10"
"2015","Luxembourg","Number","65 years or over","8"
"2015","Hungary","Number","Less than 15 years",":"
"2015","Hungary","Number","From 15 to 17 years",":"
"2015","Hungary","Number","From 18 to 24 years",":"
"2015","Hungary","Number","From 25 to 49 years",":"
"2015","Hungary","Number","From 50 to 64 years",":"
"2015","Hungary","Number","65 years or over",":"
"2015","Malta","Number","Less than 15 years",":"
"2015","Malta","Number","From 15 to 17 years",":"
"2015","Malta","Number","From 18 to 24 years",":"
"2015","Malta","Number","From 25 to 49 years",":"
"2015","Malta","Number","From 50 to 64 years",":"
"2015","Malta","Number","65 years or over",":"
"2015","Netherlands","Number","Less than 15 years","20"
"2015","Netherlands","Number","From 15 to 17 years","15"
"2015","Netherlands","Number","From 18 to 24 years","70"
"2015","Netherlands","Number","From 25 to 49 years","142"
"2015","Netherlands","Number","From 50 to 64 years","108"
"2015","Netherlands","Number","65 years or over","176"
"2015","Austria","Number","Less than 15 years","11"
"2015","Austria","Number","From 15 to 17 years","17"
"2015","Austria","Number","From 18 to 24 years","72"
"2015","Austria","Number","From 25 to 49 years","145"
"2015","Austria","Number","From 50 to 64 years","93"
"2015","Austria","Number","65 years or over","141"
"2015","Poland","Number","Less than 15 years",":"
"2015","Poland","Number","From 15 to 17 years",":"
"2015","Poland","Number","From 18 to 24 years",":"
"2015","Poland","Number","From 25 to 49 years",":"
"2015","Poland","Number","From 50 to 64 years",":"
"2015","Poland","Number","65 years or over",":"
"2015","Portugal","Number","Less than 15 years",":"
"2015","Portugal","Number","From 15 to 17 years",":"
"2015","Portugal","Number","From 18 to 24 years",":"
"2015","Portugal","Number","From 25 to 49 years",":"
"2015","Portugal","Number","From 50 to 64 years",":"
"2015","Portugal","Number","65 years or over",":"
"2015","Romania","Number","Less than 15 years","76"
"2015","Romania","Number","From 15 to 17 years","40"
"2015","Romania","Number","From 18 to 24 years","207"
"2015","Romania","Number","From 25 to 49 years","703"
"2015","Romania","Number","From 50 to 64 years","409"
"2015","Romania","Number","65 years or over","450"
"2015","Slovenia","Number","Less than 15 years",":"
"2015","Slovenia","Number","From 15 to 17 years",":"
"2015","Slovenia","Number","From 18 to 24 years",":"
"2015","Slovenia","Number","From 25 to 49 years",":"
"2015","Slovenia","Number","From 50 to 64 years",":"
"2015","Slovenia","Number","65 years or over",":"
"2015","Slovakia","Number","Less than 15 years",":"
"2015","Slovakia","Number","From 15 to 17 years",":"
"2015","Slovakia","Number","From 18 to 24 years",":"
"2015","Slovakia","Number","From 25 to 49 years",":"
"2015","Slovakia","Number","From 50 to 64 years",":"
"2015","Slovakia","Number","65 years or over",":"
"2015","Finland","Number","Less than 15 years","14"
"2015","Finland","Number","From 15 to 17 years","7"
"2015","Finland","Number","From 18 to 24 years","48"
"2015","Finland","Number","From 25 to 49 years","79"
"2015","Finland","Number","From 50 to 64 years","51"
"2015","Finland","Number","65 years or over","67"
"2015","Sweden","Number","Less than 15 years",":"
"2015","Sweden","Number","From 15 to 17 years",":"
"2015","Sweden","Number","From 18 to 24 years",":"
"2015","Sweden","Number","From 25 to 49 years",":"
"2015","Sweden","Number","From 50 to 64 years",":"
"2015","Sweden","Number","65 years or over",":"
"2015","United Kingdom","Number","Less than 15 years",":"
"2015","United Kingdom","Number","From 15 to 17 years",":"
"2015","United Kingdom","Number","From 18 to 24 years",":"
"2015","United Kingdom","Number","From 25 to 49 years",":"
"2015","United Kingdom","Number","From 50 to 64 years",":"
"2015","United Kingdom","Number","65 years or over",":"
"2015","Iceland","Number","Less than 15 years","2"
"2015","Iceland","Number","From 15 to 17 years","0"
"2015","Iceland","Number","From 18 to 24 years","5"
"2015","Iceland","Number","From 25 to 49 years","3"
"2015","Iceland","Number","From 50 to 64 years","1"
"2015","Iceland","Number","65 years or over","5"
"2015","Liechtenstein","Number","Less than 15 years",":"
"2015","Liechtenstein","Number","From 15 to 17 years",":"
"2015","Liechtenstein","Number","From 18 to 24 years",":"
"2015","Liechtenstein","Number","From 25 to 49 years",":"
"2015","Liechtenstein","Number","From 50 to 64 years",":"
"2015","Liechtenstein","Number","65 years or over",":"
"2015","Norway","Number","Less than 15 years","2"
"2015","Norway","Number","From 15 to 17 years","2"
"2015","Norway","Number","From 18 to 24 years","31"
"2015","Norway","Number","From 25 to 49 years","36"
"2015","Norway","Number","From 50 to 64 years","22"
"2015","Norway","Number","65 years or over","24"
"2015","Switzerland","Number","Less than 15 years","7"
"2015","Switzerland","Number","From 15 to 17 years","4"
"2015","Switzerland","Number","From 18 to 24 years","35"
"2015","Switzerland","Number","From 25 to 49 years","66"
"2015","Switzerland","Number","From 50 to 64 years","44"
"2015","Switzerland","Number","65 years or over","97"
