PassengerId,Parch,Pclass,SibSp,Survived,new_age,known_people,mother,family_survived,fare_per_person,Embarked_C,Embarked_Q,Embarked_S,title_Master,title_Miss,title_Mr,title_Mrs,title_Officer,deck_A,deck_B,deck_C,deck_D,deck_E,deck_F,deck_G,deck_u
16,0,2,0,1.0,55.0,0,0,-1,16.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
17,1,3,4,0.0,2.0,3,0,0,4.854166666666667,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
18,0,2,0,1.0,31.0,0,0,-1,13.0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
19,0,3,1,0.0,31.0,2,0,0,9.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
20,0,3,0,1.0,33.0,0,0,-1,7.225,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
21,0,2,0,0.0,35.0,1,0,0,13.0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
22,0,2,0,1.0,34.0,0,0,-1,13.0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
23,0,3,0,1.0,15.0,0,0,-1,8.0292,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
24,0,1,0,1.0,28.0,0,0,-1,35.5,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0
25,1,3,3,0.0,8.0,3,0,0,4.215,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
26,5,3,1,1.0,38.0,3,1,1,4.483928571428572,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
27,0,3,0,0.0,18.0,0,0,-1,7.225,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
28,2,1,3,0.0,19.0,3,0,1,43.833333333333336,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0
29,0,3,0,1.0,13.0,0,0,-1,7.8792,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
30,0,3,0,0.0,19.0,0,0,-1,7.8958,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
31,0,1,0,0.0,40.0,0,0,-1,27.7208,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
32,0,1,1,1.0,46.0,2,0,0,48.84026666666667,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
33,0,3,0,1.0,10.0,0,0,-1,7.75,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
34,0,2,0,0.0,66.0,0,0,-1,10.5,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
35,0,1,1,0.0,28.0,2,0,1,41.0854,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
36,0,1,1,0.0,42.0,2,0,1,26.0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
37,0,3,0,1.0,18.0,0,0,-1,7.2292,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
38,0,3,0,0.0,21.0,0,0,-1,8.05,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
39,0,3,2,0.0,18.0,2,0,0,9.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
40,0,3,1,1.0,14.0,2,0,1,5.62085,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
41,0,3,1,0.0,40.0,2,0,0,9.475,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
42,0,2,1,0.0,27.0,2,0,0,10.5,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
43,0,3,0,0.0,24.0,0,0,-1,7.8958,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
44,2,2,1,1.0,3.0,2,0,1,10.3948,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
45,0,3,0,1.0,19.0,0,0,-1,7.8792,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
46,0,3,0,0.0,36.0,0,0,-1,8.05,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
47,0,3,1,0.0,26.0,2,0,0,7.75,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
48,0,3,0,1.0,20.0,0,0,-1,7.75,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
49,0,3,2,0.0,31.0,2,0,0,7.226400000000001,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
50,0,3,1,0.0,18.0,2,0,0,8.9,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
51,1,3,4,0.0,7.0,3,0,0,5.669642857142857,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1
52,0,3,0,0.0,21.0,0,0,-1,7.8,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
53,0,1,1,1.0,49.0,2,0,1,25.576400000000003,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
54,0,2,1,1.0,29.0,2,0,0,13.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
55,1,1,0,0.0,65.0,2,0,0,30.9896,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
56,0,1,0,1.0,33.0,0,0,-1,35.5,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0
57,0,2,0,1.0,21.0,0,0,-1,10.5,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
58,0,3,0,0.0,28.5,0,0,-1,7.2292,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
59,2,2,1,1.0,5.0,2,0,1,6.9375,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
60,2,3,5,0.0,11.0,3,0,0,5.8625,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1
61,0,3,0,0.0,22.0,0,0,-1,7.2292,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
62,0,1,0,1.0,38.0,1,0,1,40.0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
63,0,1,1,0.0,45.0,2,0,1,41.7375,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0
64,2,3,3,0.0,4.0,3,0,0,4.6499999999999995,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1
65,0,1,0,0.0,50.0,0,0,-1,27.7208,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
66,1,3,1,1.0,9.0,2,0,1,5.081933333333333,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
67,0,2,0,1.0,29.0,0,0,-1,10.5,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0
68,0,3,0,0.0,19.0,0,0,-1,8.1583,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
69,2,3,4,1.0,17.0,3,0,0,7.925,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
70,0,3,2,0.0,26.0,2,0,0,8.6625,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
71,0,2,0,0.0,32.0,0,0,-1,10.5,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
72,2,3,5,0.0,16.0,3,0,0,5.8625,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
73,0,2,0,0.0,21.0,1,0,0,10.5,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
74,0,3,1,0.0,26.0,2,0,0,7.2271,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
75,0,3,0,1.0,32.0,1,0,1,7.061975,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
76,0,3,0,0.0,25.0,0,0,-1,7.65,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0
77,0,3,0,0.0,18.0,0,0,-1,7.8958,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
78,0,3,0,0.0,19.0,0,0,-1,8.05,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
79,2,2,0,1.0,0.83,2,0,1,9.666666666666666,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1
80,0,3,0,1.0,30.0,1,0,1,6.2375,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
81,0,3,0,0.0,22.0,0,0,-1,9.0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
82,0,3,0,1.0,29.0,0,0,-1,9.5,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
83,0,3,0,1.0,20.0,0,0,-1,7.7875,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
84,0,1,0,0.0,28.0,1,0,0,23.55,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
85,0,2,0,1.0,17.0,0,0,-1,10.5,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
86,0,3,3,1.0,33.0,2,0,0,7.925,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
87,3,3,1,0.0,16.0,3,0,0,6.875,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
88,0,3,0,0.0,24.0,0,0,-1,8.05,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
89,2,1,3,1.0,23.0,3,0,1,43.833333333333336,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0
90,0,3,0,0.0,24.0,0,0,-1,8.05,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
91,0,3,0,0.0,29.0,0,0,-1,8.05,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
92,0,3,0,0.0,20.0,0,0,-1,7.8542,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
93,0,1,1,0.0,46.0,2,0,0,30.5875,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0
94,2,3,1,0.0,26.0,2,0,1,5.14375,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
95,0,3,0,0.0,59.0,0,0,-1,7.25,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
96,0,3,0,0.0,20.0,0,0,-1,8.05,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
97,0,1,0,0.0,71.0,0,0,-1,34.6542,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
98,1,1,0,1.0,23.0,2,0,0,31.67915,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
99,1,2,0,1.0,34.0,2,1,1,11.5,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
100,0,2,1,0.0,34.0,2,0,1,13.0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
101,0,3,0,0.0,28.0,0,0,-1,7.8958,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
102,0,3,0,0.0,18.0,0,0,-1,7.8958,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
103,1,1,0,0.0,21.0,2,0,0,38.64375,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
104,0,3,0,0.0,33.0,0,0,-1,8.6542,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
105,0,3,2,0.0,37.0,2,0,0,7.925,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
106,0,3,0,0.0,28.0,0,0,-1,7.8958,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
107,0,3,0,1.0,21.0,0,0,-1,7.65,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
108,0,3,0,1.0,27.0,0,0,-1,7.775,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
109,0,3,0,0.0,38.0,0,0,-1,7.8958,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
110,0,3,1,1.0,7.0,2,0,0,8.049999999999999,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
111,0,1,0,0.0,47.0,1,0,0,26.0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0
112,0,3,1,0.0,14.5,2,0,0,7.2271,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
113,0,3,0,0.0,22.0,0,0,-1,8.05,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
114,0,3,1,0.0,20.0,2,0,0,4.9125,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
115,0,3,0,0.0,17.0,1,0,0,7.22915,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
116,0,3,0,0.0,21.0,0,0,-1,7.925,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
117,0,3,0,0.0,70.5,0,0,-1,7.75,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
118,0,2,1,0.0,29.0,2,0,0,10.5,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
119,1,1,0,0.0,24.0,2,0,1,82.50693333333334,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
120,2,3,4,0.0,2.0,3,0,1,4.4678571428571425,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
121,0,2,2,0.0,21.0,2,0,0,10.5,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
122,0,3,0,0.0,32.0,0,0,-1,8.05,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
123,0,2,1,0.0,32.5,2,0,1,15.0354,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
124,0,2,0,1.0,32.5,0,0,-1,13.0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0
125,1,1,0,0.0,54.0,2,0,0,38.64375,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
126,0,3,1,1.0,12.0,2,0,1,5.62085,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
127,0,3,0,0.0,19.0,0,0,-1,7.75,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
128,0,3,0,1.0,24.0,0,0,-1,7.1417,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
129,1,3,1,1.0,16.0,2,0,1,7.452766666666666,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
130,0,3,0,0.0,45.0,0,0,-1,6.975,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
131,0,3,0,0.0,33.0,0,0,-1,7.8958,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
132,0,3,0,0.0,20.0,0,0,-1,7.05,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
133,0,3,1,0.0,47.0,2,0,0,7.25,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
134,0,2,1,1.0,29.0,2,0,0,13.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
135,0,2,0,0.0,25.0,0,0,-1,13.0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
136,0,2,0,0.0,23.0,0,0,-1,15.0458,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
137,2,1,0,1.0,19.0,2,0,0,26.2833,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
138,0,1,1,0.0,37.0,2,0,1,26.55,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0
139,0,3,0,0.0,16.0,1,0,0,4.60835,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
140,0,1,0,0.0,24.0,1,0,0,39.6,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
141,2,3,0,0.0,41.0,2,1,0,5.081933333333333,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
142,0,3,0,1.0,22.0,0,0,-1,7.75,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
143,0,3,1,1.0,24.0,2,0,0,7.925,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
144,0,3,0,0.0,19.0,0,0,-1,6.75,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
145,0,2,0,0.0,18.0,0,0,-1,11.5,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
146,1,2,1,0.0,19.0,2,0,0,9.1875,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
147,0,3,0,1.0,27.0,0,0,-1,7.7958,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
148,2,3,2,0.0,9.0,3,0,0,6.875,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
149,2,2,0,0.0,36.5,2,0,1,8.666666666666666,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0
150,0,2,0,0.0,42.0,0,0,-1,13.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
151,0,2,0,0.0,51.0,0,0,-1,12.525,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
152,0,1,1,1.0,22.0,2,0,0,33.3,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0
153,0,3,0,0.0,55.5,0,0,-1,8.05,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
154,2,3,0,0.0,40.5,2,0,0,4.833333333333333,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
155,0,3,0,0.0,32.0,0,0,-1,7.3125,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
156,1,1,0,0.0,51.0,2,0,0,30.6896,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
157,0,3,0,1.0,16.0,0,0,-1,7.7333,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
158,0,3,0,0.0,30.0,0,0,-1,8.05,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
159,0,3,0,0.0,23.0,0,0,-1,8.6625,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
160,2,3,8,0.0,9.0,3,0,0,6.322727272727272,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1
161,1,3,0,0.0,44.0,2,0,0,8.05,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
162,0,2,0,1.0,40.0,1,0,0,7.875,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
163,0,3,0,0.0,26.0,0,0,-1,7.775,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
164,0,3,0,0.0,17.0,0,0,-1,8.6625,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
165,1,3,4,0.0,1.0,3,0,0,5.669642857142857,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1
166,2,3,0,1.0,9.0,2,0,1,6.841666666666666,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1
167,1,1,0,1.0,43.0,2,1,0,27.5,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
168,4,3,1,0.0,45.0,3,1,0,4.6499999999999995,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
169,0,1,0,0.0,36.0,0,0,-1,25.925,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
170,0,3,0,0.0,28.0,1,0,1,7.061975,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
171,0,1,0,0.0,61.0,0,0,-1,33.5,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0
172,1,3,4,0.0,4.0,3,0,0,4.854166666666667,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
173,1,3,1,1.0,1.0,2,0,1,3.7111,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
174,0,3,0,0.0,21.0,0,0,-1,7.925,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
175,0,1,0,0.0,56.0,0,0,-1,30.6958,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
176,1,3,1,0.0,18.0,2,0,0,7.8542,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
177,1,3,3,0.0,2.0,3,0,0,5.0933399999999995,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1
178,0,1,0,0.0,50.0,0,0,-1,28.7125,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
179,0,2,0,0.0,30.0,0,0,-1,13.0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
180,0,3,0,0.0,36.0,1,0,1,7.85,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
181,2,3,8,0.0,20.0,3,0,0,6.322727272727272,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
182,0,2,0,0.0,22.0,0,0,-1,15.05,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
183,2,3,4,0.0,9.0,3,0,1,4.483928571428572,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1
184,1,2,2,1.0,1.0,2,0,1,9.75,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0
185,2,3,0,1.0,4.0,2,0,0,7.341666666666666,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
186,0,1,0,0.0,34.0,0,0,-1,50.0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0
187,0,3,1,1.0,35.0,2,0,0,7.75,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1
188,0,1,0,1.0,45.0,0,0,-1,26.55,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
189,1,3,1,0.0,40.0,2,0,0,7.75,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
190,0,3,0,0.0,36.0,0,0,-1,7.8958,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
191,0,2,0,1.0,32.0,0,0,-1,13.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
192,0,2,0,0.0,19.0,0,0,-1,13.0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
193,0,3,1,1.0,19.0,2,0,0,7.8542,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
194,1,2,1,1.0,3.0,2,0,1,8.666666666666666,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0
195,0,1,0,1.0,44.0,0,0,-1,27.7208,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
196,0,1,0,1.0,58.0,1,0,1,48.84026666666667,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
197,0,3,0,0.0,26.0,0,0,-1,7.75,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
198,1,3,0,0.0,42.0,2,0,0,8.4042,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
199,0,3,0,1.0,14.0,0,0,-1,7.75,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
200,0,2,0,0.0,24.0,0,0,-1,13.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
201,0,3,0,0.0,28.0,0,0,-1,9.5,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
202,2,3,8,0.0,24.0,3,0,0,6.322727272727272,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
203,0,3,0,0.0,34.0,0,0,-1,6.4958,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
204,0,3,0,0.0,45.5,0,0,-1,7.225,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
205,0,3,0,1.0,18.0,0,0,-1,8.05,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
206,1,3,0,0.0,2.0,2,0,0,5.23125,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0
207,0,3,1,0.0,32.0,2,0,0,7.925,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
208,0,3,0,1.0,26.0,1,0,0,9.39375,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
209,0,3,0,1.0,16.0,0,0,-1,7.75,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
210,0,1,0,1.0,40.0,0,0,-1,31.0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
211,0,3,0,0.0,24.0,0,0,-1,7.05,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
212,0,2,0,1.0,35.0,1,0,0,10.5,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
213,0,3,0,0.0,22.0,0,0,-1,7.25,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
214,0,2,0,0.0,30.0,0,0,-1,13.0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
215,0,3,1,0.0,24.0,2,0,0,7.75,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
216,0,1,1,1.0,31.0,2,0,1,37.75833333333333,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
217,0,3,0,1.0,27.0,0,0,-1,7.925,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
218,0,2,1,0.0,42.0,2,0,0,13.5,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
219,0,1,0,1.0,32.0,1,0,0,38.14585,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
220,0,2,0,0.0,30.0,0,0,-1,10.5,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
221,0,3,0,1.0,16.0,0,0,-1,8.05,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
222,0,2,0,0.0,27.0,0,0,-1,13.0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
223,0,3,0,0.0,51.0,0,0,-1,8.05,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
224,0,3,0,0.0,26.0,0,0,-1,7.8958,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
225,0,1,1,1.0,38.0,2,0,1,45.0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0
226,0,3,0,0.0,22.0,0,0,-1,9.35,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
227,0,2,0,1.0,19.0,0,0,-1,10.5,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
228,0,3,0,0.0,20.5,0,0,-1,7.25,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
229,0,2,0,0.0,18.0,0,0,-1,13.0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
230,1,3,3,0.0,11.0,3,0,0,5.0933399999999995,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
